"","Site","Plot","Row","Column","Species.x","C_E_or_T.x","Rep.x","Germinate.x","Done?","Notes.x","Species.y","C_E_or_T.y","Rep.y","Germinate.y","Done","Notes.y"
"1556",8,"A",6,9,"POLE","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1557",8,"A",7,1,"TRCY","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1558",8,"A",7,2,"VERO","E",2,"2",NA,NA,"VERO","E",2,"2",NA,NA
"1559",8,"A",7,8,"ARCA","T",2,"4",NA,NA,"ARCA","E",2,"4",NA,"Swap"
"1560",8,"A",7,9,"HYGL","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1561",8,"A",8,1,"ARCA","C",3,"4",NA,NA,"ARCA","C",3,"4",NA,NA
"1562",8,"A",8,2,"VERO","E",3,"5",NA,NA,"VERO","E",3,"5",NA,NA
"1563",8,"A",8,3,"HYGL","E",3,"1",NA,NA,"HYGL","E",3,"1","Y",NA
"1564",8,"A",8,4,"PLDE","T",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1565",8,"A",8,6,"PLDE","E",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1566",8,"A",8,7,"ARCA","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1567",8,"A",8,8,"HYGL","C",2,"2?",NA,NA,"HYGL","C",2,"2?",NA,NA
"1568",8,"A",8,9,"VERO","T",2,"4",NA,NA,"VERO","C",3,"4","Y","Swap"
"1569",8,"A",9,1,"TROR","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1570",8,"A",9,2,"LARO","C",3,"3",NA,NA,"LARO","C",3,"3","Y",NA
"1571",8,"A",9,3,"TROR","C",2,"1",NA,NA,"TROR","C",2,"1",NA,NA
"1572",8,"A",9,4,"TRCY","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1573",8,"A",9,6,"PEAI","C",1,"5",NA,NA,"PEAI","C",1,"5",NA,NA
"1574",8,"A",9,7,"Blank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1575",8,"A",9,8,"VERO","C",1,"5",NA,NA,"VERO","C",1,"5",NA,NA
"1576",8,"A",9,9,"LARO","E",2,"6",NA,NA,"LARO","E",2,"6","Y",NA
"1577",8,"A",10,1,"HYGL","E",2,"3",NA,NA,"HYGL","E",2,"3",NA,NA
"1578",8,"A",10,2,"PLDE","E",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1579",8,"A",10,3,"LARO","C",2,"6",NA,NA,"LARO","T",1,"6","Y","Swap"
"1580",8,"A",10,4,"LARO","T",1,"5",NA,NA,"LARO","C",2,"5",NA,"Swap"
"1581",8,"A",10,6,"TRCY","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1582",8,"A",10,7,"TROR","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1583",8,"A",10,8,"ARCA","E",1,"2",NA,NA,"ARCA","E",1,"2",NA,NA
"1584",8,"A",10,9,"TROR","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1585",8,"B",1,1,"PLDE","C",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1586",8,"B",1,2,"PLDE","E",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1587",8,"B",1,3,"VERO","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1588",8,"B",1,4,"LARO","E",3,"8",NA,NA,"LARO","E",3,"8",NA,NA
"1589",8,"B",1,5,"PLDE","E",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1590",8,"B",1,6,"VERO","T",1,"1",NA,NA,"VERO","T",1,"1","Y",NA
"1591",8,"B",1,7,"POLE","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1592",8,"B",1,8,"LARO","C",2,"3",NA,NA,"LARO","E",1,"3",NA,"Swap"
"1593",8,"B",1,9,"TROR","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1594",8,"B",2,1,"PEAI","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1595",8,"B",2,2,"PEAI","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1596",8,"B",2,3,"TRCY","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1597",8,"B",2,4,"POLE","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1598",8,"B",2,5,"POLE","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1599",8,"B",2,6,"PLDE","T",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1600",8,"B",2,7,"ARCA","C",2,"1",NA,NA,"ARCA","C",2,"1","Y",NA
"1601",8,"B",2,8,"LARO","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1602",8,"B",2,9,"ARCA","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1603",8,"B",3,1,"TRCY","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1604",8,"B",3,2,"LARO","T",1,"1",NA,NA,"LARO","C",1,"1",NA,"Swap"
"1605",8,"B",3,3,"LARO","E",1,"1",NA,NA,"LARO","C",2,"1",NA,"Swap"
"1606",8,"B",3,4,"TRCY","E",3,"9",NA,NA,"TRCY","E",3,"9","Y",NA
"1607",8,"B",3,5,"ARCA","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1608",8,"B",3,6,"VERO","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1609",8,"B",3,7,"POLE","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1610",8,"B",3,8,"HYGL","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1611",8,"B",3,9,"ARCA","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1612",8,"B",4,1,"TROR","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1613",8,"B",4,2,"VERO","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1614",8,"B",4,3,"POLE","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1615",8,"B",4,4,"TRCY","E",2,"4",NA,NA,"TRCY","C",2,"4","Y","Swap"
"1616",8,"B",4,5,"HYGL","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1617",8,"B",4,6,"PEAI","C",1,"5",NA,NA,"PEAI","E",3,"5",NA,"Swap"
"1618",8,"B",4,7,"PEAI","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1619",8,"B",4,8,"PEAI","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1620",8,"B",4,9,"ARCA","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1621",8,"B",5,1,"TROR","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1622",8,"B",5,2,"VERO","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1623",8,"B",5,8,"PEAI","C",3,"4",NA,NA,"PEAI","C",3,"4",NA,NA
"1624",8,"B",5,9,"LARO","C",3,"1",NA,NA,"LARO","C",3,"1","Y",NA
"1625",8,"B",6,1,"PLDE","E",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1626",8,"B",6,2,"PEAI","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1627",8,"B",6,8,"POLE","E",3,"1",NA,NA,"POLE","E",3,"0","Y","It's a POCA"
"1628",8,"B",6,9,"LARO","T",2,"3",NA,NA,"LARO","T",2,"3","Y",NA
"1629",8,"B",7,1,"TROR","T",1,"4",NA,NA,"TROR","E",2,"4",NA,"Swap"
"1630",8,"B",7,2,"POLE","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1631",8,"B",7,8,"TROR","E",1,"5",NA,NA,"TROR","E",1,"5",NA,NA
"1632",8,"B",7,9,"TROR","C",3,"6",NA,NA,"TROR","C",3,"6","Y",NA
"1633",8,"B",8,1,"TRCY","E",1,"8",NA,NA,"TRCY","E",1,"8","Y",NA
"1634",8,"B",8,2,"PLDE","C",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1635",8,"B",8,3,"POLE","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1636",8,"B",8,4,"HYGL","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1637",8,"B",8,6,"ARCA","E",1,"5",NA,NA,"ARCA","E",1,"5",NA,NA
"1638",8,"B",8,7,"HYGL","T",2,"1",NA,NA,"HYGL","E",2,"1",NA,"Swap"
"1639",8,"B",8,8,"VERO","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1640",8,"B",8,9,"ARCA","T",1,"2",NA,NA,"ARCA","C",3,"2",NA,"Swap"
"1641",8,"B",9,1,"HYGL","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1642",8,"B",9,2,"ARCA","T",2,"4",NA,NA,"ARCA","E",2,"4",NA,"Swap"
"1643",8,"B",9,3,"TROR","C",2,"3",NA,NA,"TROR","C",2,"3",NA,NA
"1644",8,"B",9,4,"TRCY","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1645",8,"B",9,6,"PLDE","T",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1646",8,"B",9,7,"LARO","E",2,"2",NA,NA,"LARO","E",2,"2",NA,NA
"1647",8,"B",9,8,"PEAI","E",3,"1",NA,NA,"PEAI","C",1,"1",NA,"Swap"
"1648",8,"B",9,9,"TROR","T",2,"2",NA,NA,"TROR","T",2,"2",NA,NA
"1649",8,"B",10,1,"TRCY","C",1,"3",NA,NA,"TRCY","C",1,"3",NA,NA
"1650",8,"B",10,2,"HYGL","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1651",8,"B",10,3,"VERO","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1652",8,"B",10,4,"HYGL","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1653",8,"B",10,6,"VERO","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1654",8,"B",10,7,"HYGL","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1655",8,"B",10,8,"TRCY","C",2,"3",NA,NA,"TRCY","E",2,"3","Y","Swap. Healthy focal accidentally removed"
"1656",8,"B",10,9,"PLDE","C",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1657",8,"C",1,1,"ARCA","T",2,"4",NA,NA,"ARCA","E",1,"4",NA,"Swap"
"1658",8,"C",1,2,"PEAI","T",2,"6",NA,NA,"PEAI","T",2,"6","Y",NA
"1659",8,"C",1,3,"PLDE","T",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1660",8,"C",1,4,"ARCA","E",3,"7",NA,NA,"ARCA","E",3,"7","Y",NA
"1661",8,"C",1,5,"PLDE","E",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1662",8,"C",1,6,"TROR","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1663",8,"C",1,7,"ARCA","C",2,"2",NA,NA,"ARCA","C",2,"2",NA,NA
"1664",8,"C",1,8,"TRCY","E",1,"1",NA,NA,"TRCY","E",1,"1",NA,NA
"1665",8,"C",1,9,"PEAI","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1666",8,"C",2,1,"TRCY","C",3,"1",NA,NA,"TRCY","C",3,"1",NA,NA
"1667",8,"C",2,2,"POLE","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1668",8,"C",2,3,"POLE","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1669",8,"C",2,4,"LARO","T",1,"1",NA,NA,"LARO","T",1,"1",NA,NA
"1670",8,"C",2,5,"VERO","T",1,"2",NA,NA,"VERO","T",1,"2",NA,NA
"1671",8,"C",2,6,"VERO","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1672",8,"C",2,7,"ARCA","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1673",8,"C",2,8,"TROR","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1674",8,"C",2,9,"HYGL","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1675",8,"C",3,1,"LARO","C",1,"5",NA,NA,"LARO","C",1,"5",NA,NA
"1676",8,"C",3,2,"HYGL","T",1,"2",NA,NA,"HYGL","E",2,"2",NA,"Swap"
"1677",8,"C",3,3,"PLDE","C",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1678",8,"C",3,4,"HYGL","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1679",8,"C",3,5,"PEAI","C",1,"8",NA,NA,"PEAI","C",1,"8",NA,NA
"1680",8,"C",3,6,"POLE","E",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1681",8,"C",3,7,"PLDE","E",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1682",8,"C",3,8,"TROR","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1683",8,"C",3,9,"HYGL","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1684",8,"C",4,1,"LARO","E",3,"6",NA,NA,"LARO","E",3,"6",NA,NA
"1685",8,"C",4,2,"LARO","C",2,"1",NA,NA,"LARO","C",2,"1",NA,NA
"1686",8,"C",4,3,"LARO","E",1,"2",NA,NA,"LARO","E",1,"2","Y",NA
"1687",8,"C",4,4,"POLE","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1688",8,"C",4,5,"VERO","E",2,"1",NA,NA,"VERO","E",2,"1",NA,NA
"1689",8,"C",4,6,"POLE","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1690",8,"C",4,7,"PLDE","C",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691",8,"C",4,8,"ARCA","C",3,"7",NA,NA,"ARCA","C",3,"7","Y",NA
"1692",8,"C",4,9,"VERO","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1693",8,"C",5,1,"PLDE","T",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1694",8,"C",5,2,"POLE","T",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1695",8,"C",5,8,"PEAI","E",2,"6",NA,NA,"PEAI","E",2,"6",NA,NA
"1696",8,"C",5,9,"TRCY","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1697",8,"C",6,1,"TROR","T",2,"2",NA,NA,"TROR","C",3,"2",NA,"Swap"
"1698",8,"C",6,2,"TROR","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1699",8,"C",6,8,"PEAI","T",1,"10",NA,NA,"PEAI","E",1,"10",NA,"Swap"
"1700",8,"C",6,9,"HYGL","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1701",8,"C",7,1,"LARO","E",2,"1",NA,NA,"LARO","E",2,"1","Y","Check what this is labelled as. T1? No seeds"
"1702",8,"C",7,2,"VERO","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1703",8,"C",7,8,"VERO","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1704",8,"C",7,9,"PEAI","C",3,"3",NA,NA,"PEAI","C",3,"3",NA,NA
"1705",8,"C",8,1,"HYGL","C",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1706",8,"C",8,2,"ARCA","E",2,"2",NA,NA,"ARCA","E",2,"2","Y",NA
"1707",8,"C",8,3,"LARO","C",3,"8",NA,NA,"LARO","C",3,"8","Y",NA
"1708",8,"C",8,4,"TROR","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1709",8,"C",8,6,"PEAI","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1710",8,"C",8,7,"Blank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711",8,"C",8,8,"ARCA","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1712",8,"C",8,9,"POLE","T",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1713",8,"C",9,1,"VERO","C",1,"3",NA,NA,"VERO","C",1,"3",NA,NA
"1714",8,"C",9,2,"PEAI","E",3,"3",NA,NA,"PEAI","E",3,"3",NA,NA
"1715",8,"C",9,3,"HYGL","C",1,"1",NA,NA,"HYGL","C",1,"1",NA,NA
"1716",8,"C",9,4,"TRCY","T",1,"3",NA,NA,"TRCY","E",3,"3",NA,"Swap"
"1717",8,"C",9,6,"Blank",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1718",8,"C",9,7,"TRCY","E",2,"1",NA,NA,"TRCY","E",2,"1","Y",NA
"1719",8,"C",9,8,"LARO","T",2,"4",NA,NA,"LARO","T",2,"4",NA,NA
"1720",8,"C",9,9,"TRCY","C",2,"11",NA,NA,"TRCY","C",2,"11",NA,NA
"1721",8,"C",10,1,"POLE","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1722",8,"C",10,2,"TRCY","C",1,"8",NA,NA,"TRCY","C",1,"8",NA,NA
"1723",8,"C",10,3,"TRCY","T",2,"3",NA,NA,"TRCY","T",2,"3",NA,NA
"1724",8,"C",10,4,"HYGL","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1725",8,"C",10,6,"TROR","C",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1726",8,"C",10,7,"VERO","E",3,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1727",8,"C",10,8,"ARCA","E",1,"0",NA,NA,NA,NA,NA,NA,NA,NA
"1728",8,"C",10,9,"TROR","C",2,"0",NA,NA,NA,NA,NA,NA,NA,NA
