Date surveyed,Site,Plot,Species,C_E_or_T,Rep,"Phenology (I, B, F, S)",Neighbour_sp,Neighbour_count,Number neighbours flowering or seeding,Notes
13/09/2020,8,C,LARO,C,1,S,VERO,3,3,
13/09/2020,8,C,HYGL,E,2,S,NA,NA,NA,
13/09/2020,8,C,PEAI,C,1,S,VERO,1,1,Bag soon
13/09/2020,8,C,PEAI,C,1,S,GOBE,1,1,
13/09/2020,8,C,LARO,E,3,B,NA,NA,NA,"Dead buds, almost dead plant"
13/09/2020,8,C,LARO,C,2,S,WAAC,2,2,
13/09/2020,8,C,LARO,C,2,S,PTGA,1,1,Bag soon
13/09/2020,8,C,LARO,E,1,I,NA,NA,NA,Dead
13/09/2020,8,C,VERO,E,2,F,NA,NA,NA,
13/09/2020,8,C,TROR,C,3,S,NA,NA,NA,No neighbours. Old T2
13/09/2020,8,C,LARO,E,2,F,NA,NA,NA,
13/09/2020,8,C,LARO,C,3,F,Erodium,1,1,
13/09/2020,8,C,VERO,C,1,S,CAER,1,1,
13/09/2020,8,C,PEAI,E,3,B,NA,NA,NA,
13/09/2020,8,C,HYGL,C,1,S,CAER,1,1,
13/09/2020,8,C,PEAI,E,3,B,NA,NA,NA,
13/09/2020,8,C,HYGL,C,1,S,NA,NA,NA,No neighbours
13/09/2020,8,C,TRCY,E,3,S,NA,NA,NA,
13/09/2020,8,C,TRCY,T,2,S,NA,NA,NA,One big CAER removed
13/09/2020,8,C,TRCY,C,1,S,GOBE,1,1,
13/09/2020,8,C,TRCY,C,1,S,TROR,1,1,
13/09/2020,8,C,TRCY,C,1,S,Medicago,1,1,Medicago sp.
13/09/2020,8,C,LARO,T,2,F,NA,NA,NA,
13/09/2020,8,C,TRCY,C,2,S,TRCY,1,1,
13/09/2020,8,C,PEAI,C,3,B,ARCA,1,1,
13/09/2020,8,C,PEAI,E,1,S,NA,NA,NA,
13/09/2020,8,C,PEAI,E,2,F,NA,NA,NA,
13/09/2020,8,C,TRCY,E,1,S,NA,NA,NA,
13/09/2020,8,C,ARCA,C,2,B,GOBE,1,1,
13/09/2020,8,A,LARO,T,2,F,NA,NA,NA,
13/09/2020,8,A,PEAI,C,2,I,ARCA,8,1,
13/09/2020,8,A,PEAI,C,2,I,Dodder,NA,F,Dodder not on focal
13/09/2020,8,A,PEAI,C,2,I,Erodium,1,1,Erodium sp.
13/09/2020,8,A,PEAI,C,2,I,CAER,1,0,
13/09/2020,8,A,PEAI,C,2,I,UNK 13,1,1,"Check these, and one more, not sure if same as 14"
13/09/2020,8,A,PEAI,C,2,I,UNK 14,1,0,"Check these, and one more, not sure if same as 14"
13/09/2020,8,A,LARO,E,3,F,NA,NA,NA,Bag soon
13/09/2020,8,A,LARO,C,3,F,Erodium,1,1,Erodium sp.
13/09/2020,8,A,LARO,C,3,F,Dodder,NA,F,Dodder on focal
13/09/2020,8,A,VERO,E,1,S,NA,NA,NA,
13/09/2020,8,A,ARCA,E,3,I,NA,NA,NA,
13/09/2020,8,A,VERO,E,2,S,NA,NA,NA,
13/09/2020,8,A,ARCA,C,3,I,MOMO,1,1,
13/09/2020,8,A,ARCA,C,3,I,PTGA,1,1,
13/09/2020,8,A,VERO,E,3,F,NA,NA,NA,
13/09/2020,8,A,HYGL,E,3,I,NA,NA,NA,Dead
13/09/2020,8,A,TROR,C,2,S,Dodder,NA,F,Dodder on focal. No other neighbours
13/09/2020,8,A,HYGL,E,2,I,Dodder,NA,NA,Dodder - barely alive
13/09/2020,8,A,LARO,C,2,S,PTGA,1,1,Bag soon
13/09/2020,8,A,LARO,C,2,S,VERO,1,0,
13/09/2020,8,A,LARO,C,2,S,Dodder,NA,F,Dodder on focal
13/09/2020,8,A,PEAI,C,1,S,POCA,1,0,Bag soon
13/09/2020,8,A,PEAI,C,1,S,PTGA,1,1,
13/09/2020,8,A,VERO,C,1,S,Dodder,NA,F,Dodder on focal
13/09/2020,8,A,VERO,C,1,S,VERO,1,1,
13/09/2020,8,A,ARCA,E,1,I,NA,NA,NA,White fluff/fungus
13/09/2020,8,A,ARCA,E,2,B,Dodder,NA,NA,Dodder
13/09/2020,8,A,LARO,E,1,F,NA,NA,NA,Bag soon
13/09/2020,8,A,PEAI,E,3,F,NA,NA,NA,Bag soon
13/09/2020,8,A,PEAI,E,1,S,NA,NA,NA,
13/09/2020,8,A,ARCA,T,1,B,NA,NA,NA,
13/09/2020,8,A,HYGL,E,1,I,NA,NA,NA,Old T2
13/09/2020,8,A,PEAI,E,2,I,NA,NA,NA,
13/09/2020,8,A,HYGL,C,3,I,PTGA,2,2,
13/09/2020,8,A,HYGL,C,3,I,VERO,3,3,
13/09/2020,8,A,PEAI,T,2,NA,NA,NA,NA,"Dead, gone"
13/09/2020,8,A,TRCY,E,3,S,NA,NA,NA,"Almost dead, collect soon"
13/09/2020,8,A,ARCA,C,1,B,PTGA,1,1,
13/09/2020,8,A,ARCA,C,1,B,Medicago,2,2,
13/09/2020,8,A,ARCA,C,1,B,UNK 12,1,,
13/09/2020,8,A,ARCA,C,1,B,Dodder,NA,NA,Dodder not on focal
14/09/2020,4,B,ARCA,T,1,B,PTGA,1,1,Focal dead
14/09/2020,4,B,ARCA,T,1,B,Dodder,NA,F,Dodder on focal
14/09/2020,4,B,ARCA,T,1,B,POMU,22,15,
14/09/2020,4,B,PLDE,C,1,S,POMU,16,4,"Focal dead, collected"
14/09/2020,4,B,PLDE,C,1,S,Dodder,NA,F,Dodder not on focal
14/09/2020,4,B,PEAI,C,1,I,Dodder,NA,F,Dodder not on focal
14/09/2020,4,B,PEAI,C,1,I,UNK 15,1,0,Haloragis?!
14/09/2020,4,B,PEAI,C,1,I,POMU,28,10,
14/09/2020,4,B,TRCY,E,3,S,NA,NA,NA,
14/09/2020,4,B,LARO,E,2,S,NA,NA,NA,"Flower open, collected seeds and entire plant. Presumably missed some"
14/09/2020,4,B,ARCA,E,2,B,Dodder,NA,NA,Dodder
14/09/2020,4,B,TRCY,E,1,F,Dodder,NA,NA,Dodder
14/09/2020,4,B,ARCA,C,2,I,Dodder,NA,F,Dodder on focal
14/09/2020,4,B,ARCA,C,2,I,POMU,28,8,
14/09/2020,4,B,PLDE,E,2,S,Dodder,NA,NA,"One seed pod removed, collected. Dodder"
14/09/2020,4,B,TROR,E,2,F,Dodder,NA,NA,Dodder
14/09/2020,4,B,HYGL,C,1,I,POMU,25,10,Focal dead
14/09/2020,4,B,HYGL,C,1,I,Dodder,NA,F,Dodder on focal
14/09/2020,4,B,HYGL,C,1,I,VERO,2,1,
14/09/2020,4,B,TRCY,T,1,I,Dodder,NA,NA,Dead. Dodder
14/09/2020,4,B,ARCA,C,3,I,Dodder,NA,F,Dodder on focal. Focal dead
14/09/2020,4,B,ARCA,C,3,I,POMU,15,5,
14/09/2020,4,B,ARCA,T,1,I,POMU,30,5,Not thinned. Almost dead.
14/09/2020,4,B,ARCA,T,1,I,ARCO,1,1, 'ARCO'
14/09/2020,4,B,ARCA,T,1,I,Dodder,NA,F,Dodder not on focal
14/09/2020,4,B,VERO,C,2,B,Dodder,NA,F,"Dodder on focal, smothered"
14/09/2020,4,B,VERO,C,2,B,POMU,20,15,
14/09/2020,4,B,VERO,C,2,B,VERO,1,1,
14/09/2020,4,B,PLDE,C,3,S,POMU,22,15,"Focal dead, collceted"
14/09/2020,4,B,PLDE,C,3,S,Dodder,NA,F,Dodder on focal
14/09/2020,4,B,LARO,E,3,F,Dodder,NA,NA,"Dead, collected. Dodder"
14/09/2020,4,B,VERO,E,3,S,Dodder,NA,NA,"Dodder. Old seed bag broken off, collected"
14/09/2020,4,B,VERO,E,1,S,Dodder,NA,NA,"Dodder, a lot."
14/09/2020,4,B,ARCA,T,2,B,Dodder,NA,NA,Dodder
14/09/2020,4,B,ARCA,E,1,I,Dodder,NA,NA,Dodder. Dead
14/09/2020,4,B,LARO,E,1,F,Dodder,NA,NA,Dodder. Dead flower
14/09/2020,4,B,TRCY,C,1,I,Dodder,NA,F,Dodder on focal. Focal dead
14/09/2020,4,B,TRCY,C,1,I,POMU,25,18,
14/09/2020,4,B,TROR,C,3,F,POMU,18,13,
14/09/2020,4,B,TROR,C,3,F,Dodder,NA,F,Dodder on focal
14/09/2020,4,B,TRCY,C,3,S,POMU,11,8,
14/09/2020,4,B,TRCY,C,3,S,Dodder,NA,F,Dodder on focal
14/09/2020,4,B,PEAI,T,1,I,NA,NA,NA,Dead or almost
14/09/2020,4,B,VERO,C,1,S,POMU,13,10,
14/09/2020,4,B,VERO,C,1,S,Dodder,NA,F,"Dodder on focal, smothered"
14/09/2020,4,B,VERO,C,1,S,VERO,1,1,
14/09/2020,4,B,PEAI,E,3,I,NA,NA,NA,Dead
14/09/2020,4,B,HYGL,E,1,S,Dodder,NA,NA,"Dodder, a lot. One flower open, collected"
14/09/2020,4,B,LARO,T,2,F,Dodder,NA,NA,Dead plant and flower. Dodder
14/09/2020,4,B,HYGL,E,2,I,Dodder,NA,NA,Dodder
14/09/2020,4,B,LARO,C,1,F,Dodder,NA,F,Dodder on focal
14/09/2020,4,B,LARO,C,1,F,POMU,12,3,
14/09/2020,4,B,HYGL,E,3,B,NA,NA,NA,Dead
14/09/2020,4,B,TRCY,E,2,S,NA,NA,NA,
14/09/2020,4,B,PLDE,E,1,I,Dodder,NA,NA,Dodder
14/09/2020,4,B,PLDE,E,3,S,Dodder,NA,NA,"Dead, almost. Not bagged, collect soon. Dodder"
14/09/2020,4,B,PEAI,C,3,I,POMU,16,10,
14/09/2020,4,B,PEAI,C,3,I,Dodder,NA,F,Dodder not on focal
14/09/2020,4,B,PEAI,C,3,I,PTGA,1,1,
14/09/2020,4,B,TROR,E,1,S,Dodder,NA,NA,Dodder
14/09/2020,4,B,HYGL,C,2,I,Dodder,NA,F,Dodder on focal. Focal dead
14/09/2020,4,B,HYGL,C,2,I,CRCL,1,0,Crassula closiana
